gauge,month,year,day,pr,wet_marker
1943035,2,1981,16,0.0,1
1943035,2,1981,17,0.0,1
1943035,2,1981,18,0.0,1
1943035,2,1981,19,0.0,1
1943035,2,1981,20,0.0,1
1943035,2,1981,21,0.0,1
1943035,2,1981,22,0.0,1
1943035,2,1981,23,0.0,1
1943035,2,1981,24,0.0,1
1943035,2,1981,25,0.0,1
1943035,2,1981,26,0.0,1
1943035,2,1981,27,0.0,1
1943035,2,1981,28,0.0,1
1943035,3,1981,1,0.0,1
1943035,3,1981,2,6.0,0
1943035,3,1981,3,0.0,1
1943035,3,1981,4,0.0,1
1943035,3,1981,5,0.0,1
1943035,3,1981,6,3.3,0
1943035,3,1981,7,3.4,0
1943035,3,1981,8,30.0,0
1943035,3,1981,9,39.2,0
1943035,3,1981,10,3.0,0
1943035,3,1981,11,11.0,0
1943035,3,1981,12,0.2,1
1943035,3,1981,13,0.0,1
1943035,3,1981,14,0.0,1
1943035,3,1981,15,0.0,1
1943035,3,1981,16,0.0,1
1943035,3,1981,17,3.0,0
1943035,3,1981,18,3.2,0
1943035,3,1981,19,14.1,0
1943035,3,1981,20,6.2,0
1943035,3,1981,21,15.0,0
1943035,3,1981,22,10.0,0
1943035,3,1981,23,0.0,1
1943035,3,1981,24,0.3,1
1943035,3,1981,25,9.2,0
1943035,3,1981,26,10.0,0
1943035,3,1981,27,21.2,0
1943035,3,1981,28,19.2,0
1943035,3,1981,29,13.3,0
1943035,3,1981,30,5.2,0
1943035,3,1981,31,8.4,0
1943035,4,1981,1,0.2,1
1943035,4,1981,2,24.0,0
1943035,4,1981,3,0.0,1
1943035,4,1981,4,0.0,1
1943035,4,1981,5,0.0,1
1943035,4,1981,6,0.0,1
1943035,4,1981,7,0.0,1
1943035,4,1981,8,0.0,1
1943035,4,1981,9,0.0,1
1943035,4,1981,10,0.0,1
1943035,4,1981,11,0.0,1
1943035,4,1981,12,0.0,1
1943035,4,1981,13,0.0,1
1943035,4,1981,14,0.0,1
1943035,4,1981,15,0.0,1
1943035,4,1981,16,0.0,1
1943035,4,1981,17,0.1,1
1943035,4,1981,18,0.0,1
1943035,4,1981,19,0.0,1
1943035,4,1981,20,0.0,1
1943035,4,1981,21,0.0,1
1943035,4,1981,22,0.0,1
1943035,4,1981,23,0.0,1
1943035,4,1981,24,0.0,1
1943035,4,1981,25,0.0,1
1943035,4,1981,26,0.0,1
1943035,4,1981,27,0.0,1
1943035,4,1981,28,0.0,1
1943035,4,1981,29,34.4,0
1943035,4,1981,30,0.0,1
1943035,5,1981,1,0.0,1
1943035,5,1981,2,0.0,1
1943035,5,1981,3,0.0,1
1943035,5,1981,4,0.0,1
1943035,5,1981,5,0.0,1
1943035,5,1981,6,0.0,1
1943035,5,1981,7,0.3,1
1943035,5,1981,8,0.1,1
1943035,5,1981,9,0.0,1
1943035,5,1981,10,0.0,1
1943035,5,1981,11,0.0,1
1943035,5,1981,12,0.0,1
1943035,5,1981,13,0.0,1
1943035,5,1981,14,0.0,1
1943035,5,1981,15,0.0,1
1943035,5,1981,16,0.0,1
1943035,5,1981,17,0.0,1
1943035,5,1981,18,0.0,1
1943035,5,1981,19,3.1,0
1943035,5,1981,20,3.6,0
1943035,5,1981,21,0.5,1
1943035,5,1981,22,0.5,1
1943035,5,1981,23,0.3,1
1943035,5,1981,24,0.0,1
1943035,5,1981,25,10.4,0
1943035,5,1981,26,2.0,0
1943035,5,1981,27,0.0,1
1943035,5,1981,28,0.0,1
1943035,5,1981,29,8.3,0
1943035,5,1981,30,0.0,1
1943035,5,1981,31,0.0,1
1943035,6,1981,1,0.0,1
1943035,6,1981,2,0.0,1
1943035,6,1981,3,2.2,0
1943035,6,1981,4,5.0,0
1943035,6,1981,5,0.0,1
1943035,6,1981,6,0.0,1
1943035,6,1981,7,22.4,0
1943035,6,1981,8,1.4,0
1943035,6,1981,9,0.0,1
1943035,6,1981,10,0.0,1
1943035,6,1981,11,0.0,1
1943035,6,1981,12,0.0,1
1943035,6,1981,13,0.0,1
1943035,6,1981,14,0.0,1
1943035,6,1981,15,0.0,1
1943035,6,1981,16,0.0,1
1943035,6,1981,17,4.4,0
1943035,6,1981,18,0.0,1
1943035,6,1981,19,0.0,1
1943035,6,1981,20,0.0,1
1943035,6,1981,21,0.0,1
1943035,6,1981,22,0.0,1
1943035,6,1981,23,0.0,1
1943035,6,1981,24,0.0,1
1943035,6,1981,25,0.0,1
1943035,6,1981,26,0.0,1
1943035,6,1981,27,0.0,1
1943035,6,1981,28,1.1,0
1943035,6,1981,29,0.0,1
1943035,6,1981,30,0.0,1
1943035,7,1981,1,0.0,1
1943035,7,1981,2,0.0,1
1943035,7,1981,3,0.0,1
1943035,7,1981,4,0.0,1
1943035,7,1981,5,0.0,1
1943035,7,1981,6,0.0,1
1943035,7,1981,7,0.0,1
1943035,7,1981,8,0.0,1
1943035,7,1981,9,0.0,1
1943035,7,1981,10,0.0,1
1943035,7,1981,11,0.0,1
1943035,7,1981,12,0.0,1
1943035,7,1981,13,0.0,1
1943035,7,1981,14,0.0,1
1943035,7,1981,15,0.0,1
1943035,7,1981,16,0.0,1
1943035,7,1981,17,0.0,1
1943035,7,1981,18,0.0,1
1943035,7,1981,19,0.0,1
1943035,7,1981,20,0.0,1
1943035,7,1981,21,0.0,1
1943035,7,1981,22,0.0,1
1943035,7,1981,23,0.0,1
1943035,7,1981,24,0.0,1
1943035,7,1981,25,0.0,1
1943035,7,1981,26,0.0,1
1943035,7,1981,27,0.0,1
1943035,7,1981,28,0.0,1
1943035,7,1981,29,0.0,1
1943035,7,1981,30,0.0,1
1943035,7,1981,31,0.0,1
1943035,8,1981,1,0.0,1
1943035,8,1981,2,0.0,1
1943035,8,1981,3,0.0,1
1943035,8,1981,4,0.2,1
1943035,8,1981,5,0.5,1
1943035,8,1981,6,0.0,1
1943035,8,1981,7,0.0,1
1943035,8,1981,8,0.0,1
1943035,8,1981,9,0.0,1
1943035,8,1981,10,0.0,1
1943035,8,1981,11,0.0,1
1943035,8,1981,12,0.0,1
1943035,8,1981,13,0.0,1
1943035,8,1981,14,0.0,1
1943035,8,1981,15,3.0,0
1943035,8,1981,16,0.0,1
1943035,8,1981,17,0.0,1
1943035,8,1981,18,47.2,0
1943035,8,1981,19,9.1,0
1943035,8,1981,20,0.0,1
1943035,8,1981,21,0.0,1
1943035,8,1981,22,0.0,1
1943035,8,1981,23,0.0,1
1943035,8,1981,24,0.0,1
1943035,8,1981,25,0.0,1
1943035,8,1981,26,0.0,1
1943035,8,1981,27,0.0,1
1943035,8,1981,28,0.0,1
1943035,8,1981,29,0.0,1
1943035,8,1981,30,0.0,1
1943035,8,1981,31,0.0,1
1943035,9,1981,1,0.0,1
1943035,9,1981,2,0.0,1
1943035,9,1981,3,0.0,1
1943035,9,1981,4,0.0,1
1943035,9,1981,5,0.0,1
1943035,9,1981,6,0.0,1
1943035,9,1981,7,0.0,1
1943035,9,1981,8,0.0,1
1943035,9,1981,9,0.0,1
1943035,9,1981,10,0.0,1
1943035,9,1981,11,0.0,1
1943035,9,1981,12,0.0,1
1943035,9,1981,13,0.0,1
1943035,9,1981,14,0.0,1
1943035,9,1981,15,0.0,1
1943035,9,1981,16,0.0,1
1943035,9,1981,17,0.0,1
1943035,9,1981,18,0.0,1
1943035,9,1981,19,0.0,1
1943035,9,1981,20,0.0,1
1943035,9,1981,21,0.0,1
1943035,9,1981,22,0.0,1
1943035,9,1981,23,0.0,1
1943035,9,1981,24,0.0,1
1943035,9,1981,25,0.0,1
1943035,9,1981,26,0.0,1
1943035,9,1981,27,0.0,1
1943035,9,1981,28,8.2,0
1943035,9,1981,29,0.0,1
1943035,9,1981,30,0.0,1
1943035,10,1981,1,3.4,0
1943035,10,1981,2,0.0,1
1943035,10,1981,3,5.2,0
1943035,10,1981,4,0.0,1
1943035,10,1981,5,0.0,1
1943035,10,1981,6,0.0,1
1943035,10,1981,7,4.0,0
1943035,10,1981,8,0.2,1
1943035,10,1981,9,0.0,1
1943035,10,1981,10,1.0,0
1943035,10,1981,11,7.0,0
1943035,10,1981,12,89.0,0
1943035,10,1981,13,38.3,0
1943035,10,1981,14,0.0,1
1943035,10,1981,15,0.0,1
1943035,10,1981,16,18.3,0
1943035,10,1981,17,14.0,0
1943035,10,1981,18,0.0,1
1943035,10,1981,19,0.2,1
1943035,10,1981,20,36.0,0
1943035,10,1981,21,24.2,0
1943035,10,1981,22,0.0,1
1943035,10,1981,23,0.0,1
1943035,10,1981,24,0.0,1
1943035,10,1981,25,0.0,1
1943035,10,1981,26,0.5,1
1943035,10,1981,27,0.0,1
1943035,10,1981,28,9.2,0
1943035,10,1981,29,12.0,0
1943035,10,1981,30,20.3,0
1943035,10,1981,31,13.0,0
1943035,11,1981,1,6.0,0
1943035,11,1981,2,9.3,0
1943035,11,1981,3,5.4,0
1943035,11,1981,4,0.4,1
1943035,11,1981,5,7.0,0
1943035,11,1981,6,2.0,0
1943035,11,1981,7,0.0,1
1943035,11,1981,8,21.0,0
1943035,11,1981,9,2.3,0
1943035,11,1981,10,3.1,0
1943035,11,1981,11,35.0,0
1943035,11,1981,12,23.0,0
1943035,11,1981,13,32.3,0
1943035,11,1981,14,32.1,0
1943035,11,1981,15,30.0,0
1943035,11,1981,16,0.0,1
1943035,11,1981,17,19.2,0
1943035,11,1981,18,35.0,0
1943035,11,1981,19,4.3,0
1943035,11,1981,20,0.0,1
1943035,11,1981,21,40.0,0
1943035,11,1981,22,7.0,0
1943035,11,1981,23,1.4,0
1943035,11,1981,24,0.0,1
1943035,11,1981,25,9.3,0
1943035,11,1981,26,8.3,0
1943035,11,1981,27,20.0,0
1943035,11,1981,28,0.0,1
1943035,11,1981,29,2.0,0
1943035,11,1981,30,6.0,0
1943035,12,1981,1,0.4,1
1943035,12,1981,2,0.0,1
1943035,12,1981,3,13.3,0
1943035,12,1981,4,2.2,0
1943035,12,1981,5,0.0,1
1943035,12,1981,6,0.0,1
1943035,12,1981,7,0.0,1
1943035,12,1981,8,32.0,0
1943035,12,1981,9,8.2,0
1943035,12,1981,10,36.0,0
1943035,12,1981,11,11.2,0
1943035,12,1981,12,0.0,1
1943035,12,1981,13,6.0,0
1943035,12,1981,14,4.0,0
1943035,12,1981,15,0.0,1
1943035,12,1981,16,0.0,1
1943035,12,1981,17,33.0,0
1943035,12,1981,18,18.0,0
1943035,12,1981,19,14.0,0
1943035,12,1981,20,0.0,1
1943035,12,1981,21,0.0,1
1943035,12,1981,22,0.0,1
1943035,12,1981,23,0.0,1
1943035,12,1981,24,0.0,1
1943035,12,1981,25,0.0,1
1943035,12,1981,26,5.4,0
1943035,12,1981,27,12.0,0
1943035,12,1981,28,120.0,0
1943035,12,1981,29,48.0,0
1943035,12,1981,30,1.0,0
1943035,12,1981,31,8.0,0
1943035,1,1982,1,10.2,0
1943035,1,1982,2,0.0,1
1943035,1,1982,3,14.0,0
1943035,1,1982,4,9.3,0
1943035,1,1982,5,35.0,0
1943035,1,1982,6,20.0,0
1943035,1,1982,7,19.0,0
1943035,1,1982,8,0.0,1
1943035,1,1982,9,0.0,1
1943035,1,1982,10,0.0,1
1943035,1,1982,11,0.0,1
1943035,1,1982,12,38.0,0
1943035,1,1982,13,41.2,0
1943035,1,1982,14,1.4,0
1943035,1,1982,15,0.0,1
1943035,1,1982,16,44.0,0
1943035,1,1982,17,1.0,0
1943035,1,1982,18,0.0,1
1943035,1,1982,19,0.0,1
1943035,1,1982,20,2.0,0
1943035,1,1982,21,49.0,0
1943035,1,1982,22,1.3,0
1943035,1,1982,23,15.0,0
1943035,1,1982,24,52.0,0
1943035,1,1982,25,85.0,0
1943035,1,1982,26,17.0,0
1943035,1,1982,27,0.0,1
1943035,1,1982,28,2.0,0
1943035,1,1982,29,0.0,1
1943035,1,1982,30,0.0,1
1943035,1,1982,31,3.0,0
1943035,2,1982,1,0.0,1
1943035,2,1982,2,3.4,0
1943035,2,1982,3,0.0,1
1943035,2,1982,4,0.0,1
1943035,2,1982,5,0.0,1
1943035,2,1982,6,0.0,1
1943035,2,1982,7,0.0,1
1943035,2,1982,8,0.0,1
1943035,2,1982,9,0.0,1
1943035,2,1982,10,0.0,1
1943035,2,1982,11,0.4,1
1943035,2,1982,12,0.0,1
1943035,2,1982,13,1.2,0
1943035,2,1982,14,0.0,1
1943035,2,1982,15,0.0,1
1943035,2,1982,16,0.0,1
1943035,2,1982,17,0.0,1
1943035,2,1982,18,1.3,0
1943035,2,1982,19,6.0,0
1943035,2,1982,20,0.0,1
1943035,2,1982,21,0.0,1
1943035,2,1982,22,0.0,1
1943035,2,1982,23,0.0,1
1943035,2,1982,24,1.0,0
1943035,2,1982,25,22.0,0
1943035,2,1982,26,18.0,0
1943035,2,1982,27,57.2,0
1943035,2,1982,28,55.0,0
1943035,3,1982,1,0.0,1
1943035,3,1982,2,10.0,0
1943035,3,1982,3,69.0,0
1943035,3,1982,4,27.0,0
1943035,3,1982,5,0.0,1
1943035,3,1982,6,0.0,1
1943035,3,1982,7,0.0,1
1943035,3,1982,8,47.0,0
1943035,3,1982,9,6.2,0
1943035,3,1982,10,10.4,0
1943035,3,1982,11,0.0,1
1943035,3,1982,12,25.0,0
1943035,3,1982,13,20.0,0
1943035,3,1982,14,8.0,0
1943035,3,1982,15,17.0,0
1943035,3,1982,16,0.0,1
1943035,3,1982,17,1.0,0
1943035,3,1982,18,21.2,0
1943035,3,1982,19,22.0,0
1943035,3,1982,20,0.0,1
1943035,3,1982,21,22.0,0
1943035,3,1982,22,0.0,1
1943035,3,1982,23,20.4,0
1943035,3,1982,24,8.0,0
1943035,3,1982,25,23.0,0
1943035,3,1982,26,0.0,1
1943035,3,1982,27,0.0,1
