//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2013 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//	Código da Estação:1843002
//
//------------------------------------------------------------------------------
//EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
1843002;1;01/08/2011;1;0;0;1;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/12/2011;1;40,7;239,3;20;26;1;1;1;;0;2,6;0,6;5,5;2,5;14,1;0,6;0,4;0;0;0,9;20,2;14,3;1,6;15,7;1,3;22,4;11,3;2,3;11;40,7;0,4;4,6;7;3,8;0;0;0;15,5;0,3;38,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/09/2011;1;0,1;0,1;16;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/07/2011;1;;3;;;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,8;1,2;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;
1843002;1;01/02/2012;1;27,7;56,9;11;7;1;1;1;;0;0,4;0;0;0;0;0;0;0;13,7;0;27,7;8,4;1,5;0;0;0;0,3;0;0;0;0;0;4,9;0;0;0;0;0;0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
1843002;1;01/03/2012;1;38;199,6;26;15;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;3,8;1,5;7;0;4,4;29,3;33,7;9,3;28,1;2,8;12,6;0;13,5;2,6;38;0;0;12,3;0,7;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/06/2012;1;9,2;16,9;8;2;1;1;1;;0;0;0;7,7;0;0;0;0;9,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/05/2012;1;41,8;64,6;15;6;1;1;1;;0;6,8;0;0;0,5;0;0;0;0;0;0;0;0;0;0;41,8;11,7;3,7;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/04/2012;1;30,8;76,3;29;7;1;1;1;;0;0,1;14,6;0;0;0;0;29,7;0;0;0;0;0;0,4;0;0;0;0,5;0;0;0;0;0;0;0;0;0,2;0;0;30,8;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/01/2012;1;58,9;242,1;9;14;1;1;1;;0;3;6,8;17,7;5,1;11;2,5;30,1;26,6;58,9;2,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,9;50;18,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/12/2000;1;83,8;349,5;1;18;1;1;1;;0;83,8;53,8;23,6;0,8;8,6;51,2;4,5;0;0;0;29,6;0;0;0;0;0;2,2;35,5;3;0,1;0;32,8;0;3,4;0;0;0;1,9;5,7;5,8;3,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/02/2002;1;51,5;220,7;4;15;1;1;1;;0;0;0,3;0,2;51,5;0;0;0;34;14,1;2,2;0;0;0;0;1,7;43,5;20,5;1,4;12,4;30,2;2,2;0;0;0;2,8;3,7;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1843002;1;01/01/2002;1;46,5;244,3;18;19;1;2;1;;0;5,1;9,9;0;0;0;0;0;0;0;0,9;1,5;0,5;0;6,3;10;12;14,7;46,5;41,7;3;0;0;0;0;23;4,5;24,5;7,2;1,1;15,1;16,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/03/2002;1;46,2;98,2;18;13;1;1;1;;0;0;0;0;0;0;0;0;0;0;0,1;0,5;0;0;0;0;1,7;0,1;46,2;6,7;0;2,6;15,4;0,3;0;4,3;15;4,9;0;0;0,4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/12/2001;1;34,1;237,5;30;16;1;1;1;;0;11,9;8,2;0;0;0;0;0;0;0;0;0;0;0;0;10,7;7,9;20,6;23;0,5;0;18,9;0;0;1;32;22,1;6,6;3;13,7;34,1;23,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/04/2002;1;4,6;5,9;11;4;1;1;1;;0;0;0;0;0;0;0;0;0;0,1;0;4,6;0,9;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/05/2002;1;19,5;32,6;19;6;1;1;1;;0;0;0;0;0;7,6;0;0;0;0;0;0;0;0;0;0;0;0;0;19,5;0,8;0;3,9;0,6;0,2;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/06/2002;1;0,1;0,1;30;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/08/2002;1;0,1;0,1;29;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/01/2001;1;41,5;140,6;24;14;1;1;1;;0;8;1,2;0;3,3;0;0;0;0;0;0;3,2;0;0;3,7;0;0,2;0;0;0,1;0;20,2;36,4;9,5;41,5;0,1;0;0;0;0;12,4;0,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/02/2001;1;13,1;17,2;13;4;1;1;1;;0;0;0;0;0;0;0;0;0,2;1,1;0;0;0;13,1;0;0;2,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1843002;2;01/03/2001;1;30,8;125,2;10;14;1;1;1;;0;0;0;1,3;13,4;0,2;3,6;0;0;26,4;30,8;17,9;5,6;3,2;0;0;0;0;0;0;1,1;0;0;0;0;0;0;2,5;0,6;18,5;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/04/2001;1;38,1;46,3;16;4;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0,1;0;38,1;7,4;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/05/2001;1;17,8;53,9;14;7;1;1;1;;0;0;2,6;0;0;0;2,4;0;0;0;0;0;0;2,8;17,8;0;0;17,8;1,3;0;0;0;0;0;0;0;0;0;9,2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/06/2001;1;0,2;0,3;12;2;1;1;1;;0;0;0;0;0;0;0,1;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/07/2001;1;0;0;1;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/08/2001;1;15,9;27,3;24;3;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,9;7,4;0;0;4;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/09/2001;1;15;28,8;15;5;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8,9;4,6;0;0;0;0;0;0;0;0,2;0;0;0,1;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/10/2001;1;18,7;59,7;20;9;1;1;1;;0;0;0;10,5;0;0;0;0;0;6,4;9,8;0,3;0;0;0;0;0;0;0,9;0;18,7;1,3;0;0,5;0;0;0;0;0;0;0;11,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/11/2001;1;56,7;246,9;30;17;1;1;1;;0;20,9;0;0;0,4;8,4;0,2;0;0;0;0;0;0;2,5;30,5;0;10,7;1,5;17,7;7,7;23,3;14,1;0;24,3;24,1;1,9;0;0;0;2;56,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/12/2001;1;34,1;237,5;30;16;1;1;1;;0;11,9;8,2;0;0;0;0;0;0;0;0;0;0;0;0;10,7;7,9;20,6;23;0,5;0;18,9;0;0;1;32;22,1;6,6;3;13,7;34,1;23,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/07/2002;1;17,4;18,6;28;4;1;1;1;;0;0;0;0,4;0;0;0;0;0;0;0,3;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;17,4;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/09/2002;1;55,3;148,7;24;8;1;1;1;;0;3,3;8,1;0;0;0;0;0;6,9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0,4;55,3;35,5;36,2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/10/2002;1;2,8;4,7;2;4;1;1;1;;0;0;2,8;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/08/2000;1;14,9;26,6;29;3;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;14,9;11;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/09/2000;1;44,9;61,3;3;4;1;1;1;;0;0;0;44,9;3,7;0;0;11,4;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/10/2000;1;34,3;88;7;5;1;1;1;;0;0;0;0;0;0;0;34,3;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,6;0;0;0;0;0;0;2;27,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;2;01/11/2000;1;67,6;306,5;16;21;1;1;1;;0;0;0;0;3,3;6,9;20,2;32,9;39,7;0,6;0,1;0;4,3;4,8;1,7;8;67,6;6,7;2,9;0;40,3;2;0;0;0;0;12,8;18,9;21,4;8,9;2,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/12/2000;1;83,8;349,5;1;18;1;1;1;;0;83,8;53,8;23,6;0,8;8,6;51,2;4,5;0;0;0;29,6;0;0;0;0;0;2,2;35,5;3;0,1;0;32,8;0;3,4;0;0;0;1,9;5,7;5,8;3,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/05/2001;1;17,8;53,8;14;8;1;1;1;;0;0;2,6;0;0;0;2,4;0;0;0;0;0;0;2,8;17,8;0;0;17,8;1,3;0;0;0;0;0;0;0;0;9;0,1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/01/2001;1;41,5;126,3;24;15;1;1;1;;0;8;1,2;0;3,3;0;0;0;0;0;0;3,2;3,7;0;3,7;0;0,2;0;0;0,1;0;2,2;36,4;9,5;41,5;0,1;0;0;0;0;12,4;0,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/06/2001;1;0,2;0,3;12;2;1;1;1;;0;0;0;0;0;0;0,1;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;2;01/01/2000;1;;251;;;0;4;0;;0;4,2;2,6;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;12,3;26,1;;74,8;0,2;3,2;14,6;21,5;22,5;8,7;15,8;24,6;18,1;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;
