index,gauge,month,year,day,pr,wet_marker
6268,1943025,5,1991,28,0.0,0
6496,1943025,5,1991,29,2.0,1
6724,1943025,5,1991,30,0.6,0
6952,1943025,5,1991,31,0.0,0
113,1943025,6,1991,1,0.0,0
341,1943025,6,1991,2,1.0,1
569,1943025,6,1991,3,0.0,0
797,1943025,6,1991,4,0.0,0
1025,1943025,6,1991,5,0.9,0
1253,1943025,6,1991,6,0.0,0
1481,1943025,6,1991,7,0.0,0
1709,1943025,6,1991,8,0.0,0
1937,1943025,6,1991,9,0.0,0
2165,1943025,6,1991,10,0.0,0
2393,1943025,6,1991,11,0.0,0
2621,1943025,6,1991,12,0.0,0
2849,1943025,6,1991,13,0.0,0
3077,1943025,6,1991,14,0.0,0
3305,1943025,6,1991,15,2.0,1
3533,1943025,6,1991,16,0.0,0
3761,1943025,6,1991,17,0.0,0
3989,1943025,6,1991,18,0.0,0
4217,1943025,6,1991,19,0.0,0
4445,1943025,6,1991,20,0.0,0
4673,1943025,6,1991,21,0.0,0
4901,1943025,6,1991,22,0.0,0
5129,1943025,6,1991,23,0.0,0
5357,1943025,6,1991,24,0.0,0
5585,1943025,6,1991,25,0.0,0
5813,1943025,6,1991,26,0.0,0
6041,1943025,6,1991,27,0.0,0
6269,1943025,6,1991,28,0.0,0
6497,1943025,6,1991,29,0.0,0
6725,1943025,6,1991,30,0.0,0
114,1943025,7,1991,1,0.0,0
342,1943025,7,1991,2,0.0,0
570,1943025,7,1991,3,0.0,0
798,1943025,7,1991,4,0.0,0
1026,1943025,7,1991,5,0.0,0
1254,1943025,7,1991,6,0.0,0
1482,1943025,7,1991,7,0.0,0
1710,1943025,7,1991,8,0.0,0
1938,1943025,7,1991,9,0.0,0
2166,1943025,7,1991,10,0.0,0
2394,1943025,7,1991,11,0.0,0
2622,1943025,7,1991,12,0.0,0
2850,1943025,7,1991,13,0.0,0
3078,1943025,7,1991,14,0.0,0
3306,1943025,7,1991,15,0.0,0
3534,1943025,7,1991,16,3.0,1
3762,1943025,7,1991,17,4.0,1
3990,1943025,7,1991,18,0.0,0
4218,1943025,7,1991,19,1.0,1
4446,1943025,7,1991,20,0.6,0
4674,1943025,7,1991,21,0.0,0
4902,1943025,7,1991,22,0.0,0
5130,1943025,7,1991,23,0.0,0
5358,1943025,7,1991,24,0.0,0
5586,1943025,7,1991,25,0.0,0
5814,1943025,7,1991,26,0.0,0
6042,1943025,7,1991,27,0.0,0
6270,1943025,7,1991,28,0.0,0
6498,1943025,7,1991,29,0.0,0
6726,1943025,7,1991,30,0.0,0
6954,1943025,7,1991,31,1.0,1
115,1943025,8,1991,1,0.0,0
343,1943025,8,1991,2,0.0,0
571,1943025,8,1991,3,0.0,0
799,1943025,8,1991,4,1.2,1
1027,1943025,8,1991,5,0.0,0
1255,1943025,8,1991,6,0.0,0
1483,1943025,8,1991,7,0.0,0
1711,1943025,8,1991,8,0.0,0
1939,1943025,8,1991,9,0.0,0
2167,1943025,8,1991,10,0.0,0
2395,1943025,8,1991,11,0.0,0
2623,1943025,8,1991,12,0.0,0
2851,1943025,8,1991,13,0.0,0
3079,1943025,8,1991,14,0.0,0
3307,1943025,8,1991,15,3.8,1
3535,1943025,8,1991,16,0.0,0
3763,1943025,8,1991,17,0.0,0
3991,1943025,8,1991,18,0.0,0
4219,1943025,8,1991,19,0.0,0
4447,1943025,8,1991,20,1.6,1
4675,1943025,8,1991,21,0.0,0
4903,1943025,8,1991,22,0.0,0
5131,1943025,8,1991,23,0.5,0
5359,1943025,8,1991,24,0.0,0
5587,1943025,8,1991,25,0.0,0
5815,1943025,8,1991,26,0.0,0
6043,1943025,8,1991,27,0.0,0
6271,1943025,8,1991,28,0.0,0
6499,1943025,8,1991,29,0.0,0
6727,1943025,8,1991,30,0.0,0
6955,1943025,8,1991,31,0.0,0
116,1943025,9,1991,1,0.0,0
344,1943025,9,1991,2,0.0,0
572,1943025,9,1991,3,0.0,0
800,1943025,9,1991,4,0.0,0
1028,1943025,9,1991,5,0.0,0
1256,1943025,9,1991,6,0.0,0
1484,1943025,9,1991,7,0.0,0
1712,1943025,9,1991,8,0.0,0
1940,1943025,9,1991,9,0.0,0
2168,1943025,9,1991,10,0.0,0
2396,1943025,9,1991,11,0.0,0
2624,1943025,9,1991,12,0.0,0
2852,1943025,9,1991,13,0.0,0
3080,1943025,9,1991,14,0.0,0
3308,1943025,9,1991,15,0.0,0
3536,1943025,9,1991,16,0.0,0
3764,1943025,9,1991,17,0.0,0
3992,1943025,9,1991,18,11.0,1
4220,1943025,9,1991,19,0.0,0
4448,1943025,9,1991,20,30.0,1
4676,1943025,9,1991,21,18.0,1
4904,1943025,9,1991,22,0.0,0
5132,1943025,9,1991,23,0.0,0
5360,1943025,9,1991,24,0.0,0
5588,1943025,9,1991,25,0.0,0
5816,1943025,9,1991,26,7.0,1
6044,1943025,9,1991,27,5.0,1
6272,1943025,9,1991,28,0.0,0
6500,1943025,9,1991,29,0.0,0
6728,1943025,9,1991,30,0.0,0
117,1943025,10,1991,1,23.3,1
345,1943025,10,1991,2,0.0,0
573,1943025,10,1991,3,0.0,0
801,1943025,10,1991,4,0.0,0
1029,1943025,10,1991,5,74.2,1
1257,1943025,10,1991,6,0.0,0
1485,1943025,10,1991,7,0.0,0
1713,1943025,10,1991,8,5.0,1
1941,1943025,10,1991,9,17.3,1
2169,1943025,10,1991,10,0.0,0
2397,1943025,10,1991,11,0.0,0
2625,1943025,10,1991,12,0.0,0
2853,1943025,10,1991,13,0.0,0
3081,1943025,10,1991,14,0.0,0
3309,1943025,10,1991,15,0.0,0
3537,1943025,10,1991,16,3.5,1
3765,1943025,10,1991,17,8.0,1
3993,1943025,10,1991,18,0.0,0
4221,1943025,10,1991,19,0.0,0
4449,1943025,10,1991,20,0.0,0
4677,1943025,10,1991,21,0.0,0
4905,1943025,10,1991,22,0.0,0
5133,1943025,10,1991,23,0.0,0
5361,1943025,10,1991,24,0.0,0
5589,1943025,10,1991,25,0.0,0
5817,1943025,10,1991,26,0.0,0
6045,1943025,10,1991,27,0.0,0
6273,1943025,10,1991,28,0.0,0
6501,1943025,10,1991,29,0.0,0
6729,1943025,10,1991,30,0.0,0
6957,1943025,10,1991,31,0.0,0
118,1943025,11,1991,1,39.4,1
346,1943025,11,1991,2,14.0,1
574,1943025,11,1991,3,20.8,1
802,1943025,11,1991,4,18.0,1
1030,1943025,11,1991,5,1.0,1
1258,1943025,11,1991,6,0.0,0
1486,1943025,11,1991,7,0.0,0
1714,1943025,11,1991,8,9.3,1
1942,1943025,11,1991,9,15.3,1
2170,1943025,11,1991,10,2.6,1
2398,1943025,11,1991,11,0.0,0
2626,1943025,11,1991,12,0.0,0
2854,1943025,11,1991,13,0.3,0
3082,1943025,11,1991,14,65.0,1
3310,1943025,11,1991,15,66.0,1
3538,1943025,11,1991,16,12.0,1
3766,1943025,11,1991,17,25.5,1
3994,1943025,11,1991,18,25.0,1
4222,1943025,11,1991,19,8.6,1
4450,1943025,11,1991,20,1.0,1
4678,1943025,11,1991,21,19.3,1
4906,1943025,11,1991,22,4.4,1
5134,1943025,11,1991,23,0.0,0
5362,1943025,11,1991,24,32.6,1
5590,1943025,11,1991,25,2.3,1
5818,1943025,11,1991,26,0.0,0
6046,1943025,11,1991,27,0.0,0
6274,1943025,11,1991,28,0.0,0
6502,1943025,11,1991,29,1.4,1
6730,1943025,11,1991,30,5.4,1
119,1943025,12,1991,1,4.5,1
347,1943025,12,1991,2,7.3,1
575,1943025,12,1991,3,11.3,1
803,1943025,12,1991,4,0.0,0
1031,1943025,12,1991,5,0.0,0
1259,1943025,12,1991,6,0.0,0
1487,1943025,12,1991,7,4.0,1
1715,1943025,12,1991,8,39.3,1
1943,1943025,12,1991,9,0.0,0
2171,1943025,12,1991,10,18.0,1
2399,1943025,12,1991,11,1.5,1
2627,1943025,12,1991,12,0.0,0
2855,1943025,12,1991,13,18.3,1
3083,1943025,12,1991,14,0.0,0
3311,1943025,12,1991,15,0.0,0
3539,1943025,12,1991,16,5.5,1
3767,1943025,12,1991,17,5.7,1
3995,1943025,12,1991,18,1.5,1
4223,1943025,12,1991,19,16.4,1
4451,1943025,12,1991,20,1.7,1
4679,1943025,12,1991,21,14.0,1
4907,1943025,12,1991,22,11.5,1
5135,1943025,12,1991,23,0.0,0
5363,1943025,12,1991,24,0.0,0
5591,1943025,12,1991,25,0.0,0
5819,1943025,12,1991,26,0.0,0
6047,1943025,12,1991,27,22.0,1
6275,1943025,12,1991,28,19.0,1
6503,1943025,12,1991,29,5.5,1
6731,1943025,12,1991,30,0.6,0
6959,1943025,12,1991,31,0.0,0
120,1943025,1,1992,1,9.3,1
348,1943025,1,1992,2,4.3,1
576,1943025,1,1992,3,7.0,1
804,1943025,1,1992,4,21.0,1
1032,1943025,1,1992,5,2.5,1
1260,1943025,1,1992,6,0.0,0
1488,1943025,1,1992,7,0.0,0
1716,1943025,1,1992,8,9.0,1
1944,1943025,1,1992,9,9.0,1
2172,1943025,1,1992,10,41.0,1
2400,1943025,1,1992,11,3.4,1
2628,1943025,1,1992,12,0.0,0
2856,1943025,1,1992,13,49.0,1
3084,1943025,1,1992,14,89.0,1
3312,1943025,1,1992,15,110.8,1
3540,1943025,1,1992,16,39.1,1
3768,1943025,1,1992,17,3.5,1
3996,1943025,1,1992,18,13.5,1
4224,1943025,1,1992,19,16.9,1
4452,1943025,1,1992,20,20.0,1
4680,1943025,1,1992,21,9.0,1
4908,1943025,1,1992,22,47.0,1
5136,1943025,1,1992,23,50.0,1
5364,1943025,1,1992,24,34.0,1
5592,1943025,1,1992,25,8.0,1
5820,1943025,1,1992,26,6.0,1
6048,1943025,1,1992,27,4.0,1
6276,1943025,1,1992,28,0.5,0
6504,1943025,1,1992,29,37.7,1
6732,1943025,1,1992,30,22.7,1
6960,1943025,1,1992,31,21.1,1
121,1943025,2,1992,1,11.0,1
349,1943025,2,1992,2,12.0,1
577,1943025,2,1992,3,61.5,1
805,1943025,2,1992,4,62.0,1
1033,1943025,2,1992,5,33.0,1
1261,1943025,2,1992,6,21.0,1
1489,1943025,2,1992,7,14.4,1
1717,1943025,2,1992,8,20.5,1
1945,1943025,2,1992,9,8.0,1
2173,1943025,2,1992,10,8.7,1
2401,1943025,2,1992,11,0.0,0
2629,1943025,2,1992,12,0.0,0
2857,1943025,2,1992,13,1.0,1
3085,1943025,2,1992,14,0.0,0
3313,1943025,2,1992,15,0.0,0
3541,1943025,2,1992,16,0.0,0
3769,1943025,2,1992,17,0.8,0
3997,1943025,2,1992,18,0.0,0
4225,1943025,2,1992,19,0.0,0
4453,1943025,2,1992,20,0.0,0
4681,1943025,2,1992,21,0.0,0
4909,1943025,2,1992,22,0.0,0
5137,1943025,2,1992,23,0.0,0
5365,1943025,2,1992,24,0.0,0
5593,1943025,2,1992,25,0.0,0
5821,1943025,2,1992,26,0.0,0
6049,1943025,2,1992,27,3.5,1
6277,1943025,2,1992,28,55.5,1
6505,1943025,2,1992,29,1.5,1
122,1943025,3,1992,1,33.0,1
350,1943025,3,1992,2,9.0,1
578,1943025,3,1992,3,12.0,1
806,1943025,3,1992,4,1.0,1
1034,1943025,3,1992,5,0.0,0
1262,1943025,3,1992,6,0.0,0
1490,1943025,3,1992,7,0.0,0
1718,1943025,3,1992,8,0.0,0
1946,1943025,3,1992,9,0.0,0
2174,1943025,3,1992,10,0.0,0
2402,1943025,3,1992,11,0.0,0
2630,1943025,3,1992,12,0.0,0
2858,1943025,3,1992,13,0.0,0
3086,1943025,3,1992,14,6.2,1
3314,1943025,3,1992,15,0.0,0
3542,1943025,3,1992,16,0.0,0
3770,1943025,3,1992,17,0.0,0
3998,1943025,3,1992,18,0.0,0
4226,1943025,3,1992,19,1.3,1
4454,1943025,3,1992,20,0.0,0
4682,1943025,3,1992,21,0.0,0
4910,1943025,3,1992,22,0.0,0
5138,1943025,3,1992,23,0.3,0
5366,1943025,3,1992,24,0.0,0
5594,1943025,3,1992,25,0.0,0
5822,1943025,3,1992,26,0.0,0
6050,1943025,3,1992,27,0.0,0
6278,1943025,3,1992,28,0.0,0
6506,1943025,3,1992,29,0.0,0
6734,1943025,3,1992,30,0.0,0
6962,1943025,3,1992,31,0.0,0
123,1943025,4,1992,1,0.0,0
351,1943025,4,1992,2,0.0,0
579,1943025,4,1992,3,0.0,0
807,1943025,4,1992,4,24.3,1
1035,1943025,4,1992,5,2.6,1
1263,1943025,4,1992,6,0.0,0
1491,1943025,4,1992,7,0.0,0
1719,1943025,4,1992,8,0.0,0
1947,1943025,4,1992,9,5.0,1
2175,1943025,4,1992,10,9.0,1
2403,1943025,4,1992,11,0.0,0
2631,1943025,4,1992,12,1.3,1
2859,1943025,4,1992,13,0.0,0
3087,1943025,4,1992,14,0.0,0
3315,1943025,4,1992,15,5.0,1
3543,1943025,4,1992,16,30.0,1
3771,1943025,4,1992,17,10.0,1
3999,1943025,4,1992,18,2.2,1
4227,1943025,4,1992,19,1.0,1
4455,1943025,4,1992,20,0.0,0
4683,1943025,4,1992,21,0.0,0
4911,1943025,4,1992,22,4.1,1
5139,1943025,4,1992,23,49.7,1
5367,1943025,4,1992,24,0.0,0
5595,1943025,4,1992,25,2.0,1
5823,1943025,4,1992,26,0.0,0
6051,1943025,4,1992,27,0.0,0
6279,1943025,4,1992,28,4.0,1
6507,1943025,4,1992,29,0.0,0
6735,1943025,4,1992,30,0.0,0
124,1943025,5,1992,1,0.0,0
352,1943025,5,1992,2,0.0,0
580,1943025,5,1992,3,0.0,0
808,1943025,5,1992,4,0.0,0
1036,1943025,5,1992,5,0.0,0
1264,1943025,5,1992,6,0.0,0
1492,1943025,5,1992,7,5.1,1
1720,1943025,5,1992,8,10.0,1
1948,1943025,5,1992,9,23.2,1
2176,1943025,5,1992,10,0.0,0
2404,1943025,5,1992,11,0.0,0
2632,1943025,5,1992,12,0.0,0
2860,1943025,5,1992,13,0.0,0
3088,1943025,5,1992,14,0.0,0
3316,1943025,5,1992,15,0.0,0
3544,1943025,5,1992,16,0.0,0
3772,1943025,5,1992,17,0.0,0
4000,1943025,5,1992,18,0.0,0
4228,1943025,5,1992,19,0.0,0
4456,1943025,5,1992,20,0.0,0
4684,1943025,5,1992,21,6.1,1
4912,1943025,5,1992,22,0.0,0
5140,1943025,5,1992,23,0.0,0
5368,1943025,5,1992,24,0.0,0
5596,1943025,5,1992,25,0.0,0
5824,1943025,5,1992,26,0.0,0
6052,1943025,5,1992,27,0.0,0
6280,1943025,5,1992,28,0.0,0
6508,1943025,5,1992,29,0.0,0
6736,1943025,5,1992,30,0.0,0
6964,1943025,5,1992,31,0.0,0
125,1943025,6,1992,1,0.0,0
353,1943025,6,1992,2,0.0,0
581,1943025,6,1992,3,0.0,0
809,1943025,6,1992,4,0.0,0
1037,1943025,6,1992,5,0.0,0
1265,1943025,6,1992,6,0.0,0
1493,1943025,6,1992,7,0.0,0
1721,1943025,6,1992,8,0.0,0
1949,1943025,6,1992,9,0.0,0
2177,1943025,6,1992,10,0.0,0
2405,1943025,6,1992,11,0.0,0
2633,1943025,6,1992,12,0.0,0
2861,1943025,6,1992,13,0.0,0
3089,1943025,6,1992,14,0.0,0
3317,1943025,6,1992,15,0.0,0
3545,1943025,6,1992,16,0.0,0
3773,1943025,6,1992,17,0.0,0
4001,1943025,6,1992,18,0.0,0
4229,1943025,6,1992,19,0.0,0
4457,1943025,6,1992,20,0.0,0
4685,1943025,6,1992,21,2.5,1
4913,1943025,6,1992,22,0.0,0
5141,1943025,6,1992,23,0.0,0
5369,1943025,6,1992,24,0.0,0
5597,1943025,6,1992,25,0.0,0
5825,1943025,6,1992,26,0.0,0
6053,1943025,6,1992,27,0.0,0
6281,1943025,6,1992,28,0.0,0
6509,1943025,6,1992,29,0.0,0
6737,1943025,6,1992,30,0.0,0
126,1943025,7,1992,1,0.0,0
354,1943025,7,1992,2,0.0,0
582,1943025,7,1992,3,0.0,0
810,1943025,7,1992,4,0.0,0
1038,1943025,7,1992,5,0.0,0
1266,1943025,7,1992,6,0.0,0
1494,1943025,7,1992,7,0.0,0
1722,1943025,7,1992,8,0.0,0
1950,1943025,7,1992,9,2.0,1
2178,1943025,7,1992,10,0.0,0
2406,1943025,7,1992,11,0.0,0
2634,1943025,7,1992,12,4.0,1
2862,1943025,7,1992,13,2.3,1
3090,1943025,7,1992,14,0.0,0
3318,1943025,7,1992,15,0.0,0
3546,1943025,7,1992,16,0.0,0
3774,1943025,7,1992,17,0.0,0
4002,1943025,7,1992,18,0.0,0
4230,1943025,7,1992,19,0.0,0
4458,1943025,7,1992,20,0.0,0
4686,1943025,7,1992,21,0.0,0
4914,1943025,7,1992,22,0.0,0
5142,1943025,7,1992,23,0.0,0
5370,1943025,7,1992,24,0.0,0
5598,1943025,7,1992,25,0.0,0
5826,1943025,7,1992,26,0.0,0
6054,1943025,7,1992,27,0.0,0
6282,1943025,7,1992,28,0.0,0
6510,1943025,7,1992,29,0.0,0
6738,1943025,7,1992,30,0.0,0
6966,1943025,7,1992,31,0.0,0
127,1943025,8,1992,1,0.0,0
355,1943025,8,1992,2,0.0,0
583,1943025,8,1992,3,0.0,0
811,1943025,8,1992,4,0.0,0
1039,1943025,8,1992,5,0.0,0
1267,1943025,8,1992,6,0.0,0
1495,1943025,8,1992,7,0.0,0
1723,1943025,8,1992,8,0.0,0
1951,1943025,8,1992,9,0.0,0
2179,1943025,8,1992,10,0.0,0
2407,1943025,8,1992,11,0.0,0
2635,1943025,8,1992,12,0.0,0
2863,1943025,8,1992,13,0.0,0
3091,1943025,8,1992,14,1.5,1
3319,1943025,8,1992,15,0.0,0
3547,1943025,8,1992,16,0.0,0
3775,1943025,8,1992,17,0.0,0
4003,1943025,8,1992,18,0.0,0
4231,1943025,8,1992,19,0.0,0
4459,1943025,8,1992,20,0.0,0
4687,1943025,8,1992,21,0.0,0
4915,1943025,8,1992,22,0.0,0
5143,1943025,8,1992,23,0.0,0
5371,1943025,8,1992,24,2.6,1
5599,1943025,8,1992,25,0.0,0
5827,1943025,8,1992,26,0.0,0
6055,1943025,8,1992,27,0.0,0
6283,1943025,8,1992,28,0.0,0
6511,1943025,8,1992,29,0.0,0
6739,1943025,8,1992,30,0.0,0
6967,1943025,8,1992,31,0.0,0
128,1943025,9,1992,1,0.0,0
356,1943025,9,1992,2,0.0,0
584,1943025,9,1992,3,0.0,0
812,1943025,9,1992,4,0.0,0
1040,1943025,9,1992,5,3.5,1
1268,1943025,9,1992,6,1.9,1
1496,1943025,9,1992,7,8.4,1
1724,1943025,9,1992,8,1.5,1
1952,1943025,9,1992,9,0.0,0
2180,1943025,9,1992,10,0.0,0
2408,1943025,9,1992,11,0.0,0
2636,1943025,9,1992,12,0.0,0
2864,1943025,9,1992,13,0.0,0
3092,1943025,9,1992,14,2.0,1
3320,1943025,9,1992,15,0.7,0
3548,1943025,9,1992,16,0.0,0
3776,1943025,9,1992,17,9.3,1
4004,1943025,9,1992,18,2.0,1
4232,1943025,9,1992,19,0.0,0
4460,1943025,9,1992,20,3.4,1
4688,1943025,9,1992,21,4.4,1
4916,1943025,9,1992,22,1.0,1
5144,1943025,9,1992,23,2.3,1
5372,1943025,9,1992,24,0.0,0
5600,1943025,9,1992,25,0.0,0
5828,1943025,9,1992,26,0.0,0
6056,1943025,9,1992,27,11.0,1
6284,1943025,9,1992,28,52.0,1
6512,1943025,9,1992,29,32.0,1
6740,1943025,9,1992,30,2.5,1
129,1943025,10,1992,1,0.0,0
357,1943025,10,1992,2,0.0,0
585,1943025,10,1992,3,9.5,1
813,1943025,10,1992,4,89.0,1
1041,1943025,10,1992,5,1.0,1
1269,1943025,10,1992,6,10.0,1
1497,1943025,10,1992,7,4.7,1
1725,1943025,10,1992,8,4.5,1
1953,1943025,10,1992,9,1.6,1
2181,1943025,10,1992,10,19.5,1
2409,1943025,10,1992,11,0.0,0
2637,1943025,10,1992,12,0.0,0
2865,1943025,10,1992,13,0.0,0
3093,1943025,10,1992,14,0.0,0
3321,1943025,10,1992,15,0.0,0
3549,1943025,10,1992,16,1.0,1
3777,1943025,10,1992,17,0.0,0
4005,1943025,10,1992,18,0.0,0
4233,1943025,10,1992,19,0.0,0
4461,1943025,10,1992,20,0.0,0
4689,1943025,10,1992,21,0.0,0
4917,1943025,10,1992,22,16.5,1
5145,1943025,10,1992,23,4.5,1
5373,1943025,10,1992,24,0.0,0
5601,1943025,10,1992,25,5.0,1
5829,1943025,10,1992,26,6.6,1
6057,1943025,10,1992,27,0.0,0
6285,1943025,10,1992,28,4.4,1
6513,1943025,10,1992,29,2.4,1
6741,1943025,10,1992,30,1.0,1
6969,1943025,10,1992,31,24.8,1
130,1943025,11,1992,1,20.0,1
358,1943025,11,1992,2,14.0,1
586,1943025,11,1992,3,10.3,1
814,1943025,11,1992,4,18.3,1
1042,1943025,11,1992,5,64.0,1
1270,1943025,11,1992,6,41.0,1
1498,1943025,11,1992,7,48.3,1
1726,1943025,11,1992,8,4.0,1
1954,1943025,11,1992,9,22.1,1
2182,1943025,11,1992,10,6.6,1
2410,1943025,11,1992,11,56.0,1
2638,1943025,11,1992,12,3.0,1
2866,1943025,11,1992,13,0.0,0
3094,1943025,11,1992,14,0.0,0
3322,1943025,11,1992,15,0.0,0
3550,1943025,11,1992,16,0.0,0
3778,1943025,11,1992,17,0.0,0
4006,1943025,11,1992,18,1.6,1
4234,1943025,11,1992,19,0.0,0
4462,1943025,11,1992,20,20.2,1
4690,1943025,11,1992,21,20.2,1
4918,1943025,11,1992,22,0.0,0
5146,1943025,11,1992,23,0.0,0
5374,1943025,11,1992,24,0.0,0
5602,1943025,11,1992,25,0.0,0
5830,1943025,11,1992,26,0.0,0
6058,1943025,11,1992,27,21.8,1
6286,1943025,11,1992,28,1.3,1
6514,1943025,11,1992,29,2.0,1
6742,1943025,11,1992,30,1.0,1
131,1943025,12,1992,1,0.0,0
359,1943025,12,1992,2,8.0,1
587,1943025,12,1992,3,23.3,1
815,1943025,12,1992,4,27.5,1
1043,1943025,12,1992,5,4.0,1
1271,1943025,12,1992,6,0.0,0
1499,1943025,12,1992,7,0.0,0
1727,1943025,12,1992,8,61.0,1
1955,1943025,12,1992,9,0.4,0
2183,1943025,12,1992,10,3.3,1
2411,1943025,12,1992,11,49.0,1
2639,1943025,12,1992,12,60.0,1
2867,1943025,12,1992,13,0.0,0
3095,1943025,12,1992,14,6.5,1
3323,1943025,12,1992,15,0.0,0
3551,1943025,12,1992,16,0.0,0
3779,1943025,12,1992,17,9.0,1
4007,1943025,12,1992,18,13.1,1
4235,1943025,12,1992,19,17.4,1
4463,1943025,12,1992,20,0.8,0
4691,1943025,12,1992,21,16.2,1
4919,1943025,12,1992,22,0.0,0
5147,1943025,12,1992,23,1.5,1
5375,1943025,12,1992,24,5.4,1
5603,1943025,12,1992,25,0.0,0
5831,1943025,12,1992,26,0.0,0
6059,1943025,12,1992,27,9.1,1
6287,1943025,12,1992,28,39.7,1
6515,1943025,12,1992,29,79.0,1
6743,1943025,12,1992,30,0.0,0
6971,1943025,12,1992,31,0.0,0
132,1943025,1,1993,1,0.0,0
360,1943025,1,1993,2,0.0,0
588,1943025,1,1993,3,0.0,0
816,1943025,1,1993,4,48.2,1
1044,1943025,1,1993,5,0.0,0
1272,1943025,1,1993,6,8.4,1
1500,1943025,1,1993,7,46.0,1
1728,1943025,1,1993,8,10.7,1
1956,1943025,1,1993,9,3.2,1
2184,1943025,1,1993,10,0.0,0
2412,1943025,1,1993,11,2.0,1
2640,1943025,1,1993,12,0.0,0
2868,1943025,1,1993,13,0.0,0
3096,1943025,1,1993,14,0.0,0
3324,1943025,1,1993,15,0.0,0
3552,1943025,1,1993,16,0.0,0
3780,1943025,1,1993,17,0.0,0
4008,1943025,1,1993,18,0.0,0
4236,1943025,1,1993,19,0.0,0
4464,1943025,1,1993,20,13.5,1
4692,1943025,1,1993,21,63.0,1
4920,1943025,1,1993,22,15.6,1
5148,1943025,1,1993,23,113.1,1
5376,1943025,1,1993,24,17.6,1
5604,1943025,1,1993,25,0.0,0
5832,1943025,1,1993,26,0.0,0
6060,1943025,1,1993,27,0.0,0
6288,1943025,1,1993,28,0.0,0
6516,1943025,1,1993,29,0.0,0
6744,1943025,1,1993,30,0.0,0
6972,1943025,1,1993,31,0.0,0
133,1943025,2,1993,1,0.0,0
361,1943025,2,1993,2,0.0,0
589,1943025,2,1993,3,4.5,1
817,1943025,2,1993,4,15.0,1
1045,1943025,2,1993,5,1.8,1
1273,1943025,2,1993,6,0.0,0
1501,1943025,2,1993,7,8.7,1
1729,1943025,2,1993,8,0.0,0
1957,1943025,2,1993,9,0.0,0
2185,1943025,2,1993,10,0.0,0
2413,1943025,2,1993,11,0.0,0
2641,1943025,2,1993,12,0.0,0
2869,1943025,2,1993,13,0.0,0
3097,1943025,2,1993,14,41.0,1
3325,1943025,2,1993,15,1.0,1
3553,1943025,2,1993,16,21.0,1
3781,1943025,2,1993,17,0.0,0
4009,1943025,2,1993,18,0.0,0
4237,1943025,2,1993,19,0.0,0
4465,1943025,2,1993,20,0.0,0
4693,1943025,2,1993,21,0.0,0
4921,1943025,2,1993,22,0.0,0
5149,1943025,2,1993,23,0.0,0
5377,1943025,2,1993,24,0.0,0
5605,1943025,2,1993,25,0.0,0
5833,1943025,2,1993,26,4.2,1
6061,1943025,2,1993,27,0.0,0
6289,1943025,2,1993,28,0.0,0
6517,1943025,2,1993,29,,0
134,1943025,3,1993,1,0.0,0
362,1943025,3,1993,2,0.0,0
590,1943025,3,1993,3,0.0,0
818,1943025,3,1993,4,0.0,0
1046,1943025,3,1993,5,0.0,0
1274,1943025,3,1993,6,0.0,0
1502,1943025,3,1993,7,0.0,0
1730,1943025,3,1993,8,0.0,0
1958,1943025,3,1993,9,0.0,0
2186,1943025,3,1993,10,0.0,0
2414,1943025,3,1993,11,0.0,0
2642,1943025,3,1993,12,0.0,0
2870,1943025,3,1993,13,0.0,0
3098,1943025,3,1993,14,7.1,1
3326,1943025,3,1993,15,0.0,0
3554,1943025,3,1993,16,0.0,0
3782,1943025,3,1993,17,1.1,1
4010,1943025,3,1993,18,30.5,1
4238,1943025,3,1993,19,0.0,0
4466,1943025,3,1993,20,0.0,0
4694,1943025,3,1993,21,6.0,1
4922,1943025,3,1993,22,0.0,0
5150,1943025,3,1993,23,0.0,0
5378,1943025,3,1993,24,0.0,0
5606,1943025,3,1993,25,0.0,0
5834,1943025,3,1993,26,0.0,0
6062,1943025,3,1993,27,0.0,0
6290,1943025,3,1993,28,0.0,0
6518,1943025,3,1993,29,0.0,0
6746,1943025,3,1993,30,0.0,0
6974,1943025,3,1993,31,0.0,0
135,1943025,4,1993,1,14.7,1
363,1943025,4,1993,2,20.0,1
591,1943025,4,1993,3,2.0,1
819,1943025,4,1993,4,2.5,1
1047,1943025,4,1993,5,0.0,0
1275,1943025,4,1993,6,0.7,0
1503,1943025,4,1993,7,16.1,1
1731,1943025,4,1993,8,14.0,1
1959,1943025,4,1993,9,0.0,0
2187,1943025,4,1993,10,8.0,1
2415,1943025,4,1993,11,4.3,1
2643,1943025,4,1993,12,2.8,1
2871,1943025,4,1993,13,0.0,0
3099,1943025,4,1993,14,0.0,0
3327,1943025,4,1993,15,0.0,0
3555,1943025,4,1993,16,0.2,0
3783,1943025,4,1993,17,0.0,0
4011,1943025,4,1993,18,0.0,0
4239,1943025,4,1993,19,0.0,0
4467,1943025,4,1993,20,0.0,0
4695,1943025,4,1993,21,0.0,0
4923,1943025,4,1993,22,0.0,0
5151,1943025,4,1993,23,0.0,0
5379,1943025,4,1993,24,0.0,0
5607,1943025,4,1993,25,1.6,1
5835,1943025,4,1993,26,2.7,1
6063,1943025,4,1993,27,0.0,0
6291,1943025,4,1993,28,0.0,0
